"Año","sistema","tiempo de operación en minutos","minutos de falla","tiempo entre falla y falla","humedad del equipo","correctivos realizados","temperatura","Vibración","cantidad de elementos"
"2023","FASI","122158432","0","0","0","8","0","0","1"
"2022","ABCS","221787784","0","0","0","9","0","0","0"
"2024","BALANZAS","12550640","0","0","0","9","0","0","0"
"2025","SEMAFOROS","183372712","0","0","0","14","0","0","0"
"2023","PAS","201551016","0","0","0","12","0","0","0"
"2022","FIDS","181666424","0","0","0","16","0","0","0"
"2024","PIDS","217991144","0","0","0","12","0","0","0"
"2025","FIBROLASER","171941784","0","0","0","13","0","0","5"
"2023","AGENTE LIMPIO","74910552","0","1","0","11","0","0","2"
"2024","ACS","61592736","0","0","0","10","0","0","0"
"2025","SCADA MEP","25223552","0","0","0","7","0","0","0"
"2023","SCADA ELECTRICO","137356104","0","0","2","10","0","0","0"
"2022","BMS","22266704","0","0","0","13","0","0","0"
"2024","SCADA MEP","152679792","0","0","0","8","0","0","0"
"2025","SCADA ELECTRICO","83307344","40","0","0","9","0","0","0"
"2023","BMS","95386760","8","0","0","10","0","0","0"
"2022","SCADA MEP","51649832","608","0","2","8","8","8","0"
"2024","SCADA ELECTRICO","175986472","0","34","0","20","0","0","205"
"2025","DACI","49977248","0","0","0","9","0","0","0"
"2023","FASI","166851232","0","0","0","12","0","0","0"
"2024","ABCS","126887168","0","7","0","8","0","0","0"
"2025","BALANZAS","160400920","0","0","0","13","0","0","0"
"2023","SEMAFOROS","139424288","0","0","0","11","0","0","0"
"2022","PAS","195278520","0","0","0","9","0","0","0"
"2024","FIDS","177915168","0","0","0","9","0","0","0"
"2025","PIDS","48450344","0","0","0","16","0","0","1"
"2023","FIDS","102594304","0","0","0","12","0","0","0"
"2022","PIDS","54767880","0","0","112","17","0","0","0"
"2024","FIBROLASER","58655824","0","0","0","11","0","0","0"
"2025","AGENTE LIMPIO","112722632","0","0","0","9","0","0","0"
"2023","ACS","2920168","0","0","0","9","0","0","0"
"2024","SCADA MEP","8647896","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","177741784","0","0","0","8","0","0","0"
"2023","BMS","144434672","0","0","0","11","0","0","0"
"2022","SCADA MEP","195526192","0","0","0","12","0","0","0"
"2024","SCADA ELECTRICO","108507024","0","0","0","12","0","0","0"
"2025","BMS","217486344","0","0","0","10","0","0","0"
"2023","SCADA MEP","113489904","0","0","0","13","0","0","0"
"2022","SCADA ELECTRICO","18190024","0","0","0","9","0","0","0"
"2024","DACI","39375104","0","0","0","11","0","0","0"
"2025","FASI","38804480","0","0","0","10","0","0","0"
"2023","ABCS","1108608","0","0","0","9","0","0","0"
"2024","BALANZAS","141022992","0","0","0","13","0","0","0"
"2025","SEMAFOROS","46660096","0","0","0","10","0","0","0"
"2023","PAS","113455872","0","0","0","24","0","0","0"
"2022","FIDS","63438352","0","0","0","11","0","0","0"
"2024","PIDS","67232896","0","0","0","11","0","0","4"
"2025","FIBROLASER","214617424","0","0","0","11","0","0","0"
"2023","AGENTE LIMPIO","38869712","0","0","0","4","0","0","0"
"2022","ACS","40970952","0","0","0","10","0","0","0"
"2024","SCADA MEP","232119544","0","18","0","9","0","0","4"
"2025","SCADA ELECTRICO","182325488","0","0","0","8","0","0","0"
"2023","BMS","26114608","0","0","0","25","0","0","0"
"2024","SCADA MEP","153204088","0","0","0","13","0","0","0"
"2025","SCADA ELECTRICO","211746856","0","0","0","11","0","0","0"
"2023","DACI","86284072","0","0","0","5","0","0","0"
"2022","FASI","243284776","0","0","0","6","0","0","0"
"2024","ABCS","35526792","0","0","0","6","0","0","0"
"2025","BALANZAS","178177032","0","0","0","6","0","0","0"
"2023","SEMAFOROS","51464968","0","0","0","6","0","0","0"
"2022","PAS","53596552","0","0","0","37","0","0","0"
"2024","FIDS","177687488","0","0","0","7","0","0","18"
"2025","PIDS","209583800","0","0","0","5","0","0","0"
"2023","FIBROLASER","67742856","0","0","0","5","0","0","0"
"2024","AGENTE LIMPIO","46137536","0","0","0","13","0","0","0"
"2025","ACS","16708568","0","0","6","8","0","0","0"
"2023","SCADA MEP","173120536","0","0","0","4","0","0","0"
"2022","SCADA ELECTRICO","109969872","0","70","0","10","0","0","1165"
"2024","BMS","177278728","0","0","0","8","0","0","0"
"2025","SCADA MEP","148141816","952","0","0","5","0","0","0"
"2023","SCADA ELECTRICO","15062160","0","0","0","10","0","0","0"
"2022","BMS","136319152","0","0","0","10","0","0","13"
"2024","SCADA MEP","134352320","0","0","0","36","0","0","0"
"2025","SCADA ELECTRICO","76846872","0","0","0","5","0","0","18"
"2023","DACI","131726800","1976","0","0","5","0","0","0"
"2024","FASI","73897816","0","0","0","39","0","0","0"
"2025","ABCS","242483408","0","0","0","6","0","0","0"
"2023","BALANZAS","177849976","0","0","0","7","0","0","0"
"2022","SEMAFOROS","20343592","0","0","0","7","0","0","0"
"2024","PAS","111315080","0","0","0","8","0","0","0"
"2025","FIDS","88179320","0","0","0","6","0","0","0"
"2023","PIDS","28613144","0","0","0","12","0","0","0"
"2022","FIBROLASER","191951616","0","0","0","66","0","0","0"
"2024","AGENTE LIMPIO","17278800","0","2","0","94","0","0","0"
"2025","ACS","107088224","0","0","0","6","0","0","0"
"2023","SCADA MEP","81093424","0","0","0","10","0","0","0"
"2024","SCADA ELECTRICO","239496960","0","0","0","60","0","0","0"
"2025","BMS","179191072","0","0","0","60","0","0","0"
"2023","SCADA MEP","124768","0","0","0","63","0","0","0"
"2022","SCADA ELECTRICO","223805032","0","0","0","11","0","0","1"
"2024","DACI","437408","0","0","0","7","0","0","0"
"2025","FASI","67696336","0","0","0","6","0","0","0"
"2023","ABCS","10605448","0","0","0","8","0","0","0"
"2022","BALANZAS","57818992","0","0","0","10","0","0","0"
"2024","SEMAFOROS","207344360","0","0","0","5","0","0","0"
"2025","PAS","163790816","0","0","0","10","0","0","0"
"2023","FIDS","207422296","0","0","0","10","0","0","0"
"2024","PIDS","144803472","0","0","0","9","0","0","0"
"2025","FIBROLASER","192147880","0","0","0","10","0","0","0"
"2023","AGENTE LIMPIO","195222000","0","0","0","8","0","0","10"
"2022","ACS","115424480","0","0","0","7","0","0","1"
"2024","SCADA MEP","136912968","0","0","0","58","0","0","2"
"2025","SCADA ELECTRICO","53616840","0","1","0","78","0","0","104"
"2023","BMS","97985344","0","0","0","9","0","0","1"
"2022","SCADA MEP","124640928","0","0","0","8","0","0","0"
"2024","SCADA ELECTRICO","192550800","0","0","0","9","0","0","0"
"2025","BMS","23348160","0","0","0","8","0","0","2"
"2023","SCADA MEP","170633504","0","0","0","10","0","0","0"
"2024","SCADA ELECTRICO","208858040","0","0","0","9","0","0","0"
"2025","DACI","136890024","0","0","0","7","0","0","0"
"2023","FASI","196020008","0","0","0","12","0","0","5"
"2022","ABCS","10505328","0","0","0","12","0","0","0"
"2024","BALANZAS","52221536","0","318","0","6","0","0","18"
"2025","SEMAFOROS","170572624","0","0","0","7","0","0","0"
"2023","PAS","28910248","0","0","0","7","0","0","0"
"2022","FIDS","78593920","0","0","0","7","0","0","0"
"2024","PIDS","186765984","0","0","0","6","0","0","0"
"2025","FIDS","46628264","0","0","0","9","0","0","0"
"2023","PIDS","185690120","0","0","0","7","0","0","1"
"2024","FIBROLASER","233116840","0","0","0","9","0","0","0"
"2025","AGENTE LIMPIO","155453624","0","0","6","57","0","0","1"
"2023","ACS","44486280","0","0","0","7","0","0","0"
"2022","SCADA MEP","40694136","0","0","0","10","0","0","0"
"2024","SCADA ELECTRICO","103668376","304","1","34","7","40","40","52"
"2025","BMS","230294616","0","0","0","10","0","0","3"
"2023","SCADA MEP","159176064","0","0","0","7","0","0","0"
"2022","SCADA ELECTRICO","218696352","0","0","0","57","0","0","0"
"2024","BMS","162704728","0","0","0","12","0","0","0"
"2025","SCADA MEP","67167448","0","0","0","16","0","0","0"
"2023","SCADA ELECTRICO","164831640","0","0","1","7","0","0","0"
"2024","DACI","146598328","0","0","0","13","0","0","0"
"2025","FASI","124316208","0","0","0","8","0","0","0"
"2023","ABCS","218407000","0","0","0","11","0","0","3"
"2022","BALANZAS","147677976","0","0","0","12","0","0","0"
"2024","SEMAFOROS","164733144","0","0","0","13","0","0","0"
"2025","PAS","73829504","0","0","0","10","0","0","0"
"2023","FIDS","117651672","0","0","0","10","0","0","0"
"2022","PIDS","169458576","0","3","0","37","0","0","3"
"2024","FIBROLASER","44471688","0","0","0","68","0","0","0"
"2025","AGENTE LIMPIO","33310488","0","0","0","9","0","0","0"
"2023","ACS","3243560","0","0","60","10","16","16","0"
"2024","SCADA MEP","170599312","1056","0","0","7","0","0","2"
"2025","SCADA ELECTRICO","74169216","0","0","0","31","0","0","2"
"2023","BMS","209041768","0","0","0","37","0","0","1"
"2022","SCADA MEP","59057672","0","0","4","8","0","0","0"
"2024","SCADA ELECTRICO","243099992","0","0","0","32","0","0","0"
"2025","DACI","43609608","0","0","0","32","0","0","0"
"2023","FASI","149682784","0","0","0","12","0","0","1"
"2022","ABCS","181523904","0","1","0","7","0","0","0"
"2024","BALANZAS","36195448","0","0","0","12","0","0","0"
"2025","SEMAFOROS","95736640","0","0","0","8","0","0","0"
"2023","PAS","242627880","0","0","0","14","0","0","0"
"2024","FIDS","3203728","0","0","0","10","0","0","0"
"2025","PIDS","55586384","0","0","0","9","0","0","0"
"2023","FIBROLASER","48724968","0","0","0","7","0","0","0"
"2022","AGENTE LIMPIO","174969688","0","0","0","64","0","0","0"
"2024","ACS","220035904","0","0","0","12","0","0","0"
"2025","SCADA MEP","65041272","0","0","6","10","0","0","0"
"2023","SCADA ELECTRICO","222800296","0","15","0","95","0","0","155"
"2022","BMS","58088128","0","0","0","89","0","0","0"
"2024","SCADA MEP","54024624","0","0","0","15","0","0","0"
"2025","SCADA ELECTRICO","73029144","0","0","0","5","0","0","0"
"2023","BMS","40119256","0","0","0","8","0","0","10"
"2024","SCADA MEP","86704624","0","0","0","10","0","0","0"
"2025","SCADA ELECTRICO","146601768","0","0","0","8","0","0","1"
"2023","DACI","142665016","0","0","0","5","0","0","0"
"2022","FASI","117304264","0","0","0","8","0","0","0"
"2024","ABCS","497928","0","0","2","7","0","0","0"
"2025","BALANZAS","151881184","56","0","0","24","0","0","0"
"2023","SEMAFOROS","184280152","0","0","0","8","0","0","0"
"2022","PAS","236852152","0","0","0","8","0","0","0"
"2024","FIDS","4572576","0","0","0","8","0","0","0"
"2025","PIDS","209502368","0","0","0","8","0","0","0"
"2023","FIBROLASER","91862904","0","0","0","8","0","0","0"
"2024","AGENTE LIMPIO","115839632","0","0","0","8","0","0","0"
"2025","ACS","223033296","0","0","0","8","0","0","0"
"2023","SCADA MEP","225138912","0","1","0","3","0","0","1"
"2022","SCADA ELECTRICO","135049128","0","1","0","5","0","0","8"
"2024","BMS","2608888","0","1","10","3","0","0","0"
"2025","SCADA MEP","81345016","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","128410136","0","0","0","8","0","0","0"
"2022","DACI","194170560","0","0","0","8","0","0","0"
"2024","FASI","17438784","0","0","0","14","0","0","5"
"2025","ABCS","143942960","0","0","0","15","0","0","0"
"2023","BALANZAS","48946816","24","0","0","9","0","0","0"
"2024","SEMAFOROS","9795392","0","0","0","11","8","8","0"
"2025","PAS","112796544","0","0","0","7","0","0","0"
"2023","FIDS","44917952","0","0","0","7","0","0","0"
"2022","PIDS","60109992","0","0","0","7","0","0","0"
"2024","FIBROLASER","176966080","0","0","0","11","0","0","0"
"2025","AGENTE LIMPIO","102562824","0","0","1","21","0","0","0"
"2023","ACS","84074360","112","0","0","12","0","0","0"
"2022","SCADA MEP","106091864","0","0","0","11","0","0","1"
"2024","SCADA ELECTRICO","13325720","0","0","0","14","0","0","0"
"2025","BMS","167178152","0","0","0","8","0","0","0"
"2023","SCADA MEP","145961944","0","0","6","7","24","24","0"
"2024","SCADA ELECTRICO","36866184","0","0","0","5","0","0","0"
"2025","BMS","88049216","0","0","0","7","0","0","0"
"2023","SCADA MEP","105183720","0","0","0","6","0","0","12"
"2022","SCADA ELECTRICO","232047168","1576","1","0","4","0","0","0"
"2024","DACI","1674552","0","0","0","5","0","0","0"
"2025","FASI","127349888","0","0","0","6","0","0","0"
"2023","ABCS","1574608","0","1","0","1","0","0","0"
"2022","BALANZAS","18509520","0","1","0","1","0","0","0"
"2024","SEMAFOROS","226557368","0","0","0","12","0","0","0"
"2025","PAS","238864152","0","0","0","8","0","0","0"
"2023","FIDS","64499464","0","0","1","19","16","16","3"
"2024","PIDS","125996808","0","0","0","2","0","0","8"
"2025","FIDS","147586048","0","0","0","7","0","0","0"
"2023","PIDS","232399456","0","0","0","5","0","0","0"
"2022","FIBROLASER","126100800","0","0","0","9","0","0","0"
"2024","AGENTE LIMPIO","162599080","152","0","2","6","0","0","2"
"2025","ACS","145088440","0","0","0","7","0","0","1"
"2023","SCADA MEP","49639592","0","0","0","9","0","0","0"
"2022","SCADA ELECTRICO","102158520","0","0","0","5","0","0","0"
"2024","BMS","5424584","0","0","0","5","0","0","0"
"2025","SCADA MEP","164580016","0","0","0","6","0","0","0"
"2023","SCADA ELECTRICO","91649272","1936","0","6","7","0","0","0"
"2024","BMS","153693680","0","0","0","6","0","0","0"
"2025","SCADA MEP","92645000","0","0","0","11","0","0","0"
"2023","SCADA ELECTRICO","12331088","0","0","0","8","0","0","0"
"2022","DACI","164189640","0","0","0","13","0","0","0"
"2024","FASI","46453664","0","0","0","9","0","0","0"
"2025","ABCS","63478064","0","0","0","11","0","0","0"
"2023","BALANZAS","209870168","0","0","0","9","0","0","3"
"2022","SEMAFOROS","210770728","0","0","0","10","0","0","2"
"2024","PAS","83695960","0","0","0","9","0","0","0"
"2025","FIDS","112966432","0","0","0","9","0","0","0"
"2023","PIDS","101007936","0","0","0","14","0","0","0"
"2024","FIBROLASER","36441992","0","0","0","92","0","0","0"
"2025","AGENTE LIMPIO","117767752","0","0","0","7","0","0","0"
"2023","ACS","60196240","0","0","0","12","0","0","0"
"2022","SCADA MEP","59338160","0","0","0","70","0","0","0"
"2024","SCADA ELECTRICO","96171600","0","0","0","8","0","0","0"
"2025","BMS","160747048","0","0","0","62","0","0","0"
"2023","SCADA MEP","122196688","0","0","0","9","0","0","0"
"2022","SCADA ELECTRICO","99419696","0","0","0","58","0","0","0"
"2024","DACI","86214784","0","0","0","63","0","0","0"
"2025","FASI","224719720","0","0","0","8","0","0","0"
"2023","ABCS","77003680","0","0","0","65","0","0","0"
"2024","BALANZAS","258280","0","0","0","90","0","0","0"
"2025","SEMAFOROS","209525320","0","0","0","8","0","0","0"
"2023","PAS","186566680","0","0","0","8","0","0","0"
"2022","FIDS","208581048","0","0","0","92","0","0","0"
"2024","PIDS","94406208","0","0","0","67","0","0","0"
"2025","FIBROLASER","17081536","0","0","0","11","0","0","0"
"2023","AGENTE LIMPIO","83026832","0","0","0","91","0","0","0"
"2022","ACS","149827480","0","5","6","95","0","0","0"
"2024","SCADA MEP","4083192","0","0","0","7","0","0","0"
"2025","SCADA ELECTRICO","154145976","0","0","0","35","0","0","2"
"2023","BMS","153754560","0","0","0","7","0","0","0"
"2024","SCADA MEP","183897288","0","0","0","58","0","0","0"
"2025","SCADA ELECTRICO","100800128","0","0","0","7","0","0","0"
"2023","BMS","45331256","0","0","0","39","0","0","14"
"2022","SCADA MEP","113567776","0","0","0","14","0","0","0"
"2024","SCADA ELECTRICO","198274056","0","0","0","9","0","0","0"
"2025","DACI","224390368","0","0","0","37","0","0","0"
"2023","FASI","89201960","0","0","0","7","0","0","0"
"2022","ABCS","124475344","0","0","0","7","0","0","7"
"2024","BALANZAS","236163184","0","0","0","11","0","0","0"
"2025","SEMAFOROS","197134376","0","0","0","11","0","0","0"
"2023","PAS","162784416","0","0","0","7","0","0","0"
"2024","FIDS","195660512","0","0","1","11","8","8","0"
"2025","PIDS","121032672","0","0","0","8","0","0","0"
"2023","FIBROLASER","55894256","0","0","0","6","0","0","0"
"2022","AGENTE LIMPIO","201561480","0","0","0","12","0","0","0"
"2024","ACS","113879520","0","0","0","6","0","0","0"
"2025","SCADA MEP","132394160","0","0","8","9","0","0","0"
"2023","SCADA ELECTRICO","128858056","0","0","6","60","0","0","0"
"2022","BMS","47052688","0","0","0","4","0","0","0"
"2024","SCADA MEP","236062448","0","0","0","2","0","0","0"
"2025","SCADA ELECTRICO","99454352","0","0","0","4","0","0","0"
"2023","DACI","45538552","2848","0","29","8","136","136","1"
"2024","FASI","94662400","0","0","0","6","0","0","1"
"2025","ABCS","230568088","0","0","0","6","0","0","0"
"2023","BALANZAS","109805720","0","0","0","12","0","0","98"
"2022","SEMAFOROS","237457544","0","0","0","6","0","0","0"
"2024","PAS","203760240","0","0","0","5","0","0","2"
"2025","FIDS","243608024","0","0","0","12","0","0","0"
"2023","PIDS","30090960","0","0","0","6","0","0","0"
"2022","FIBROLASER","216503168","0","0","0","12","0","0","0"
"2024","AGENTE LIMPIO","205368440","0","0","0","6","0","0","0"
"2025","ACS","159201576","0","0","0","7","0","0","0"
"2023","SCADA MEP","7743568","0","0","0","6","0","0","0"
"2024","SCADA ELECTRICO","77436456","0","0","0","6","0","0","1"
"2025","BMS","161653336","0","0","0","7","0","0","0"
"2023","SCADA MEP","220514776","0","0","0","12","0","0","1"
"2022","SCADA ELECTRICO","104213408","0","0","0","6","0","0","0"
"2024","BMS","107303224","0","0","0","12","0","0","2"
"2025","SCADA MEP","218620600","0","0","0","6","0","0","0"
"2023","SCADA ELECTRICO","213514272","0","0","0","13","0","0","0"
"2022","DACI","100712624","0","0","0","5","0","0","6"
"2024","FASI","159635352","0","0","9","7","16","16","0"
"2025","ABCS","96849504","0","5","0","11","0","0","2"
"2023","BALANZAS","243447432","0","0","0","13","0","0","0"
"2024","SEMAFOROS","149825472","0","2","0","5","0","0","1"
"2025","PAS","168993336","0","1","0","5","0","0","0"
"2023","FIDS","212047672","0","0","0","5","0","0","5"
"2022","PIDS","128674200","3848","0","17","6","0","0","2"
"2024","FIDS","98741520","0","0","0","11","0","0","0"
"2025","PIDS","208889592","0","0","0","11","0","0","0"
"2023","FIBROLASER","151798984","0","0","0","12","0","0","0"
"2022","AGENTE LIMPIO","49895792","0","0","0","6","0","0","0"
"2024","ACS","78881384","0","0","0","6","0","0","0"
"2025","SCADA MEP","114957968","0","0","0","8","0","0","0"
"2023","SCADA ELECTRICO","206072240","0","0","0","13","0","0","1"
"2024","BMS","14085264","0","0","0","12","0","0","0"
"2025","SCADA MEP","235416832","0","0","0","7","0","0","4"
"2023","SCADA ELECTRICO","41910352","0","0","12","6","0","0","0"
"2022","BMS","168941728","0","0","0","6","0","0","0"
"2024","SCADA MEP","127518536","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","49895112","0","0","0","7","0","0","0"
"2023","DACI","94733824","0","0","0","8","0","0","0"
"2022","FASI","149194712","152","0","0","12","0","0","0"
"2024","ABCS","141718760","0","0","6","10","0","0","0"
"2025","BALANZAS","75019264","0","0","0","13","0","0","0"
"2023","SEMAFOROS","81376104","0","0","0","11","0","0","1"
